Company,Product_Type,Eco friendly,Country,Production_Year,Greenhouse_Gas_Emissions,Pollutants_Emitted,Water_Consumption,Energy_Consumption,Waste_Generation,Sales_Revenue
Nike,Nylon,Least,China,2020,3300,20,16,1076,403,524568
Adidas,Linen,Most,Sweden,2021,1731,8,3591,831,141,418028
Forever 21,Microfiber,Moderate,Mexico,2018,2766,17,4861,1131,389,494032
Adidas,Linen,Most,Sweden,2018,1369,10,3806,819,214,483885
Nike,Nylon,Least,Indonesia,2018,3506,18,16,951,451,557213
Nike,Linen,Most,Finland,2019,1630,9,3630,688,178,456506
Urban Outfitters,Cotton,Least,Brazil,2021,4971,18,5991,1186,481,530064
Nike,Polyester,Least,India,2022,4248,20,18,1026,492,533013
Nike,Polyester,Least,India,2022,3478,20,20,1066,503,524037
Forever 21,Recycled_Poly,Moderate,Mexico,2020,3218,17,5389,1122,342,537422
Zara,Viscose,Moderate,United States,2022,3463,16,5468,1116,366,528344
Zara,Polyester,Least,Bangladesh,2022,3683,20,5849,1244,489,485943
Zara,Viscose,Moderate,Mexico,2019,3118,16,5350,1211,421,452150
Nike,Viscose,Moderate,Spain,2020,2909,16,4692,974,329,480616
Nike,Polyester,Least,Bangladesh,2019,4415,16,16,1035,454,538887
Adidas,Tencel,Most,Sweden,2021,1700,9,3992,855,155,416005
Zara,Polyester,Least,Indonesia,2020,4174,22,6664,1162,520,487044
Urban Outfitters,Recycled_Poly,Moderate,Spain,2020,2919,14,4526,1098,405,450207
Urban Outfitters,Viscose,Moderate,Mexico,2022,2535,17,5319,1123,444,514716
Zara,Linen,Most,Denmark,2018,2361,9,4424,707,293,497068
Adidas,Wool,Most,Switzerland,2020,1315,8,3321,754,166,454012
Nike,Linen,Most,Finland,2022,1984,10,3965,813,215,444912
Urban Outfitters,Microfiber,Moderate,United States,2018,3441,13,4814,1134,443,469286
Forever 21,Organic_Cotton,Most,Switzerland,2018,1626,12,4629,940,232,409133
Forever 21,Microfiber,Moderate,Mexico,2022,3329,14,5281,1173,344,510068
Zara,Wool,Most,Switzerland,2019,1812,11,4018,988,234,402723
Urban Outfitters,Linen,Most,Denmark,2019,1635,10,3675,889,266,440534
Adidas,Cotton,Least,Indonesia,2022,3305,19,18,1017,450,510092
Urban Outfitters,Microfiber,Moderate,France,2018,3288,15,4870,1043,378,465530
Zara,Organic_Cotton,Most,Finland,2018,1935,11,4619,775,286,405947
Adidas,Organic_Cotton,Most,Finland,2018,1311,8,3925,682,139,485474
Nike,Nylon,Least,Bangladesh,2022,3374,20,19,1088,576,553648
Urban Outfitters,Nylon,Least,India,2021,4359,20,6022,1096,563,556639
Forever 21,Viscose,Moderate,Mexico,2018,3479,15,4985,1157,462,510084
Forever 21,Nylon,Least,Indonesia,2020,5226,23,5737,1104,584,535601
Zara,Cotton,Least,India,2019,4233,22,6154,1244,560,537164
Zara,Linen,Most,Sweden,2021,1848,12,3753,922,209,446420
Zara,Synthetic_Blend,Least,India,2019,5068,19,6158,1187,508,490514
Nike,Linen,Most,Sweden,2020,1677,10,4011,651,145,463689
Adidas,Tencel,Most,Finland,2021,1668,8,3688,608,173,480830
Urban Outfitters,Linen,Most,Switzerland,2020,2097,9,4214,629,160,486149
Nike,Cotton,Least,Indonesia,2020,4269,17,18,907,472,496635
Nike,Cotton,Least,India,2022,3954,16,16,925,572,546764
Zara,Linen,Most,Norway,2022,2490,9,4155,807,274,469423
Zara,Nylon,Least,Brazil,2018,5123,20,6029,1251,589,516615
Adidas,Synthetic_Blend,Least,Indonesia,2018,3242,16,19,973,450,501530
Forever 21,Linen,Most,Finland,2020,1716,9,4324,921,285,442283
Urban Outfitters,Nylon,Least,Indonesia,2022,4783,18,6003,1170,487,517965
Nike,Viscose,Moderate,France,2018,2571,12,4978,1028,296,491607
Urban Outfitters,Nylon,Least,Indonesia,2021,4098,22,5505,1132,453,536983
Adidas,Microfiber,Moderate,France,2018,2351,13,4421,924,387,461167
Adidas,Microfiber,Moderate,Spain,2018,2328,15,4326,1082,332,536567
Nike,Viscose,Moderate,United States,2019,2565,16,4426,1081,359,453833
Forever 21,Microfiber,Moderate,France,2020,3073,16,5102,1061,368,498391
Nike,Cotton,Least,Brazil,2022,3828,17,16,968,474,496659
Forever 21,Linen,Most,Norway,2021,2064,9,3688,995,228,470528
Urban Outfitters,Cotton,Least,India,2021,4539,23,6014,1014,520,494526
Adidas,Linen,Most,Norway,2022,1585,10,3503,793,170,453441
Forever 21,Cotton,Least,Bangladesh,2020,4257,23,6945,1173,595,513745
Adidas,Wool,Most,Denmark,2021,1775,10,3874,654,218,432160
Zara,Organic_Cotton,Most,Norway,2018,1663,10,3862,947,264,405847
Zara,Tencel,Most,Norway,2022,1903,10,4437,865,208,446643
Nike,Tencel,Most,Sweden,2022,1578,9,3839,824,204,451084
Adidas,Organic_Cotton,Most,Finland,2021,1412,10,3355,783,135,419869
Nike,Synthetic_Blend,Least,Indonesia,2018,3976,18,19,998,517,543714
Forever 21,Tencel,Most,Norway,2021,2348,10,4404,819,271,475447
Urban Outfitters,Microfiber,Moderate,United States,2022,3452,13,4632,1067,406,499522
Forever 21,Microfiber,Moderate,Spain,2018,2737,17,5546,1059,427,448893
Forever 21,Cotton,Least,China,2018,4301,23,6711,1296,528,486753
Forever 21,Nylon,Least,Indonesia,2022,5174,20,5803,1112,579,513325
Forever 21,Microfiber,Moderate,Mexico,2018,3463,17,5117,1157,402,441494
Adidas,Cotton,Least,Indonesia,2020,4074,18,17,1033,476,523888
Forever 21,Wool,Most,Denmark,2020,1584,11,3749,952,249,484011
Adidas,Linen,Most,Sweden,2022,1832,8,3925,656,144,469217
Adidas,Organic_Cotton,Most,Denmark,2018,1759,10,3677,772,161,472427
Adidas,Viscose,Moderate,Spain,2020,2626,15,4576,943,304,449314
Urban Outfitters,Organic_Cotton,Most,Switzerland,2020,1801,10,4033,1000,175,477238
Urban Outfitters,Wool,Most,Switzerland,2021,1764,9,4092,847,256,453624
Urban Outfitters,Nylon,Least,China,2020,4649,20,6762,1178,462,554941
Zara,Microfiber,Moderate,France,2019,3122,17,5006,1244,415,446434
Nike,Tencel,Most,Switzerland,2019,1547,8,3727,878,162,497588
Zara,Linen,Most,Switzerland,2022,2452,9,4041,1027,217,401972
Urban Outfitters,Cotton,Least,Brazil,2018,4335,20,6117,1154,455,520108
Urban Outfitters,Wool,Most,Denmark,2020,1982,11,4105,768,218,411373
Zara,Viscose,Moderate,Spain,2019,3432,16,5181,1224,467,509043
Nike,Viscose,Moderate,Mexico,2021,2735,16,4698,1035,296,508709
Urban Outfitters,Linen,Most,Norway,2021,2287,9,4309,795,278,410342
Nike,Linen,Most,Switzerland,2018,1902,9,3694,737,156,467374
Zara,Recycled_Poly,Moderate,France,2022,3443,14,5621,1133,389,465781
Nike,Recycled_Poly,Moderate,Spain,2022,2997,14,4390,1092,331,528090
Urban Outfitters,Organic_Cotton,Most,Finland,2020,2176,8,4242,783,263,456242
Forever 21,Wool,Most,Finland,2022,2306,11,4319,988,269,441646
Adidas,Microfiber,Moderate,United States,2020,2995,16,4761,942,265,512036
Urban Outfitters,Polyester,Least,China,2020,4405,19,6413,1176,525,522454
Adidas,Viscose,Moderate,Italy,2018,2516,12,5123,911,270,520676
Adidas,Linen,Most,Norway,2018,1895,9,3914,818,166,457549
Forever 21,Linen,Most,Sweden,2018,2483,12,4277,822,241,468558
Nike,Cotton,Least,Brazil,2018,4477,17,17,1016,496,508142
Nike,Synthetic_Blend,Least,China,2020,3685,20,17,1092,403,495889
Forever 21,Polyester,Least,Brazil,2020,3654,20,5868,1269,565,558954
Forever 21,Tencel,Most,Finland,2022,1996,12,3761,758,241,487105
Adidas,Linen,Most,Finland,2019,1433,9,3913,613,158,448445
Nike,Linen,Most,Denmark,2022,1873,8,3360,623,214,456532
Nike,Microfiber,Moderate,Spain,2018,3052,16,5167,1037,335,499978
Urban Outfitters,Linen,Most,Switzerland,2018,1908,12,4005,891,214,468856
Nike,Polyester,Least,India,2019,3574,18,16,937,507,495486
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2020,2649,16,4804,1000,320,490943
Urban Outfitters,Microfiber,Moderate,Mexico,2019,3467,14,4822,1035,310,490983
Forever 21,Wool,Most,Sweden,2019,1903,12,3810,797,203,459753
Urban Outfitters,Linen,Most,Norway,2018,1527,11,4433,639,187,486392
Nike,Tencel,Most,Norway,2022,1788,9,3741,708,132,439223
Forever 21,Organic_Cotton,Most,Norway,2019,2226,11,4035,779,254,418974
Zara,Viscose,Moderate,United States,2019,3203,17,5277,1112,367,487879
Nike,Organic_Cotton,Most,Sweden,2020,1740,10,3742,899,143,439170
Nike,Organic_Cotton,Most,Sweden,2022,1544,8,3525,651,145,464657
Forever 21,Organic_Cotton,Most,Sweden,2018,1924,11,4678,776,279,482497
Zara,Microfiber,Moderate,United States,2021,3509,15,5054,1091,422,513613
Zara,Cotton,Least,India,2018,5010,19,7083,1101,593,516217
Adidas,Microfiber,Moderate,Mexico,2020,3084,15,4401,946,293,498341
Adidas,Cotton,Least,China,2019,4499,20,19,923,478,532023
Urban Outfitters,Linen,Most,Finland,2020,2117,11,3879,963,270,419564
Nike,Viscose,Moderate,United States,2021,2249,14,4530,914,323,479624
Zara,Organic_Cotton,Most,Sweden,2021,1894,11,4099,729,248,416987
Zara,Synthetic_Blend,Least,Indonesia,2019,5337,20,6116,1106,597,516507
Urban Outfitters,Viscose,Moderate,Mexico,2022,3001,13,4944,1175,418,469748
Nike,Wool,Most,Switzerland,2020,1348,8,3475,692,169,428314
Urban Outfitters,Cotton,Least,China,2019,3607,21,5903,1035,574,503811
Zara,Microfiber,Moderate,Italy,2018,3311,14,5244,1189,402,451745
Forever 21,Viscose,Moderate,Italy,2019,3033,16,5496,1188,406,488383
Nike,Cotton,Least,China,2020,4282,17,16,907,404,509947
Adidas,Polyester,Least,China,2022,3927,19,17,1049,572,558419
Adidas,Polyester,Least,China,2019,4395,20,17,1060,466,528513
Adidas,Viscose,Moderate,France,2022,2988,14,4899,941,363,509972
Nike,Viscose,Moderate,France,2020,2457,14,4953,904,288,486542
Zara,Wool,Most,Norway,2021,1565,9,3757,1010,269,498772
Zara,Organic_Cotton,Most,Sweden,2020,1839,12,4638,970,255,420093
Zara,Synthetic_Blend,Least,China,2019,4674,19,7067,1275,530,531211
Adidas,Recycled_Poly,Moderate,Italy,2018,2684,15,5165,970,260,496596
Nike,Viscose,Moderate,Italy,2022,2838,16,4374,974,375,477516
Zara,Viscose,Moderate,France,2021,3013,17,5126,1200,364,445780
Urban Outfitters,Wool,Most,Finland,2021,2123,11,3789,872,275,422289
Forever 21,Wool,Most,Denmark,2019,2252,12,4576,903,193,440962
Urban Outfitters,Tencel,Most,Norway,2018,1869,8,4378,658,211,416736
Zara,Viscose,Moderate,Spain,2021,2855,16,5182,1117,390,452490
Adidas,Wool,Most,Norway,2020,1343,8,3941,656,140,484138
Urban Outfitters,Polyester,Least,China,2018,3925,20,6611,1024,486,501298
Nike,Cotton,Least,Bangladesh,2019,3807,16,17,981,421,500675
Forever 21,Tencel,Most,Switzerland,2022,2124,11,4675,982,233,485388
Urban Outfitters,Synthetic_Blend,Least,China,2022,4746,18,6965,1152,475,517048
Forever 21,Cotton,Least,Brazil,2019,4587,21,6077,1201,499,509727
Urban Outfitters,Wool,Most,Switzerland,2020,1837,8,3948,750,212,450176
Nike,Cotton,Least,Brazil,2022,4118,16,17,915,544,510456
Zara,Microfiber,Moderate,United States,2021,3330,16,5449,1133,368,528884
Nike,Recycled_Poly,Moderate,France,2018,2759,12,5034,907,264,523386
Zara,Synthetic_Blend,Least,Brazil,2019,4085,23,6211,1251,605,552803
Forever 21,Viscose,Moderate,United States,2019,3113,14,5698,1058,325,508001
Forever 21,Polyester,Least,Bangladesh,2019,4782,22,6022,1279,581,505767
Zara,Recycled_Poly,Moderate,Italy,2018,2943,15,4915,1093,326,506009
Forever 21,Organic_Cotton,Most,Norway,2019,2250,9,4304,943,271,421518
Zara,Cotton,Least,Bangladesh,2020,4659,20,6930,1162,522,540871
Zara,Organic_Cotton,Most,Switzerland,2018,2133,12,3847,781,281,467668
Zara,Linen,Most,Switzerland,2018,2422,9,4409,900,271,446906
Nike,Wool,Most,Finland,2018,1659,9,3838,618,188,420804
Zara,Viscose,Moderate,Italy,2020,3069,14,5532,1073,341,477434
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2020,2532,13,5500,1171,304,488677
Adidas,Wool,Most,Finland,2022,1394,8,3492,805,198,451275
Adidas,Nylon,Least,Bangladesh,2020,3510,20,19,966,437,551828
Zara,Nylon,Least,Bangladesh,2020,3745,20,6009,1281,621,525290
Forever 21,Microfiber,Moderate,Spain,2020,3285,14,5228,1220,361,530133
Urban Outfitters,Microfiber,Moderate,Italy,2022,3065,13,4884,1098,347,482034
Zara,Nylon,Least,India,2018,3865,22,6090,1189,527,492034
Urban Outfitters,Linen,Most,Norway,2022,2469,10,4295,768,273,479371
Urban Outfitters,Cotton,Least,India,2019,3556,20,5911,1093,457,553341
Nike,Cotton,Least,Brazil,2020,3779,16,19,1008,412,500746
Zara,Linen,Most,Switzerland,2020,2335,10,4494,1011,265,413396
Zara,Organic_Cotton,Most,Finland,2022,2048,10,4240,982,318,453981
Adidas,Tencel,Most,Sweden,2018,1941,9,3703,642,132,428530
Urban Outfitters,Recycled_Poly,Moderate,Italy,2018,3487,14,5361,1069,365,525701
Zara,Polyester,Least,Brazil,2020,3996,20,6287,1270,581,547865
Zara,Organic_Cotton,Most,Finland,2020,1542,12,4652,846,317,499087
Nike,Recycled_Poly,Moderate,Italy,2022,2985,12,4913,905,261,535311
Adidas,Nylon,Least,India,2021,3631,18,16,1088,511,506259
Forever 21,Linen,Most,Norway,2019,1877,11,4637,892,306,428340
Urban Outfitters,Recycled_Poly,Moderate,Spain,2021,2875,16,5489,1028,372,508145
Adidas,Polyester,Least,China,2020,4108,17,20,1078,552,533476
Zara,Synthetic_Blend,Least,Bangladesh,2020,4870,21,6688,1194,505,531374
Adidas,Polyester,Least,Bangladesh,2019,4498,16,20,1092,538,485372
Zara,Cotton,Least,Brazil,2018,5031,22,6951,1135,474,554572
Nike,Cotton,Least,India,2021,3295,20,17,1031,509,535635
Nike,Wool,Most,Norway,2022,1815,10,3554,865,182,450972
Adidas,Microfiber,Moderate,France,2018,2283,13,5192,1020,273,453876
Forever 21,Viscose,Moderate,United States,2022,2974,14,5206,1197,414,499731
Urban Outfitters,Wool,Most,Finland,2020,2006,8,3706,685,160,457558
Urban Outfitters,Synthetic_Blend,Least,India,2022,4988,23,5864,1008,471,517021
Adidas,Cotton,Least,Indonesia,2022,3824,19,17,947,453,492178
Zara,Viscose,Moderate,Italy,2020,3457,14,5581,1179,347,501445
Adidas,Recycled_Poly,Moderate,Spain,2018,2961,12,4882,972,359,530706
Adidas,Recycled_Poly,Moderate,Mexico,2020,2831,16,4488,1022,408,516592
Forever 21,Nylon,Least,Bangladesh,2020,4329,21,6408,1140,553,545469
Urban Outfitters,Viscose,Moderate,Spain,2021,3449,17,4974,1195,341,466222
Zara,Linen,Most,Switzerland,2018,1589,11,4454,1034,307,484209
Zara,Nylon,Least,Brazil,2018,3908,21,5946,1268,518,518823
Forever 21,Polyester,Least,China,2019,4514,20,6337,1140,589,535347
Urban Outfitters,Polyester,Least,China,2019,4596,23,6414,1176,487,530553
Nike,Organic_Cotton,Most,Norway,2022,1927,10,3824,674,175,462948
Zara,Synthetic_Blend,Least,Brazil,2021,4254,19,5857,1185,602,491362
Zara,Organic_Cotton,Most,Finland,2021,1688,10,4451,848,214,443444
Nike,Synthetic_Blend,Least,India,2018,4076,20,20,1083,484,509961
Forever 21,Synthetic_Blend,Least,Bangladesh,2019,4460,19,6808,1258,517,557348
Adidas,Microfiber,Moderate,United States,2021,2211,16,4855,1094,276,448214
Urban Outfitters,Nylon,Least,Indonesia,2018,3636,23,5887,1061,496,548809
Urban Outfitters,Wool,Most,Norway,2019,2049,8,3695,647,166,417841
Urban Outfitters,Tencel,Most,Finland,2020,2341,8,4410,744,161,464184
Zara,Wool,Most,Switzerland,2022,1762,10,4630,1003,209,429540
Zara,Cotton,Least,Bangladesh,2020,4405,23,6982,1156,593,489487
Urban Outfitters,Wool,Most,Finland,2018,2398,9,4377,746,221,486153
Nike,Wool,Most,Norway,2020,1763,10,3561,843,199,458903
Adidas,Nylon,Least,Bangladesh,2020,3994,20,19,996,536,540228
Adidas,Nylon,Least,Brazil,2019,4317,17,20,1007,554,555206
Zara,Organic_Cotton,Most,Finland,2020,1898,12,4244,1050,290,457542
Nike,Wool,Most,Finland,2022,1980,10,3961,794,137,481039
Nike,Recycled_Poly,Moderate,Italy,2020,3091,16,5071,936,328,475884
Adidas,Polyester,Least,Indonesia,2019,3854,18,16,996,445,538531
Nike,Viscose,Moderate,Mexico,2021,2253,15,4795,925,392,502093
Zara,Wool,Most,Switzerland,2018,1824,12,4406,1026,222,470569
Urban Outfitters,Linen,Most,Finland,2019,1506,8,3879,762,281,464362
Adidas,Recycled_Poly,Moderate,Mexico,2018,2426,12,4456,982,366,499699
Zara,Organic_Cotton,Most,Switzerland,2018,1680,9,4010,703,195,496539
Zara,Wool,Most,Switzerland,2020,1782,10,4418,1028,244,452031
Urban Outfitters,Synthetic_Blend,Least,India,2022,4445,21,6021,1002,465,551733
Adidas,Polyester,Least,India,2022,3284,16,18,992,474,488300
Zara,Microfiber,Moderate,Mexico,2019,2705,17,5256,1229,324,447828
Nike,Nylon,Least,Indonesia,2022,4208,20,19,941,508,537114
Zara,Organic_Cotton,Most,Switzerland,2022,2087,11,3897,812,263,418425
Adidas,Synthetic_Blend,Least,India,2019,3757,20,18,994,503,488868
Zara,Wool,Most,Sweden,2018,2156,9,4010,761,242,453211
Urban Outfitters,Synthetic_Blend,Least,China,2022,4696,20,6599,1074,512,511706
Urban Outfitters,Synthetic_Blend,Least,Brazil,2019,4394,22,5894,1039,488,494321
Urban Outfitters,Wool,Most,Denmark,2022,1749,9,4210,914,262,404036
Zara,Nylon,Least,Bangladesh,2018,4647,23,6841,1109,482,512911
Forever 21,Recycled_Poly,Moderate,Spain,2019,2921,14,5171,1215,444,493404
Urban Outfitters,Linen,Most,Denmark,2020,2178,9,4217,938,222,474851
Adidas,Wool,Most,Finland,2019,1776,9,3664,693,200,488409
Forever 21,Synthetic_Blend,Least,Brazil,2021,5032,23,5747,1269,591,493735
Urban Outfitters,Nylon,Least,India,2021,4520,19,5730,1128,559,498931
Forever 21,Cotton,Least,Bangladesh,2019,4817,21,5875,1104,507,549053
Urban Outfitters,Nylon,Least,Bangladesh,2021,4514,22,6186,1074,572,556279
Zara,Recycled_Poly,Moderate,Spain,2022,2959,17,5119,1153,437,464471
Zara,Synthetic_Blend,Least,Brazil,2019,3775,22,5758,1253,471,480586
Urban Outfitters,Linen,Most,Norway,2018,2218,11,4458,600,176,450343
Adidas,Linen,Most,Sweden,2019,1387,10,3708,761,218,430296
Urban Outfitters,Polyester,Least,Brazil,2020,4400,18,6374,1046,480,547884
Urban Outfitters,Organic_Cotton,Most,Denmark,2021,1890,8,4146,775,198,484647
Urban Outfitters,Viscose,Moderate,Mexico,2018,3311,14,4833,1085,433,532847
Zara,Recycled_Poly,Moderate,United States,2020,3550,15,5494,1093,458,511879
Forever 21,Synthetic_Blend,Least,Indonesia,2019,3829,23,6034,1113,506,509130
Adidas,Tencel,Most,Sweden,2020,1414,10,3700,850,177,496900
Urban Outfitters,Microfiber,Moderate,Mexico,2020,3310,13,4638,1084,377,521975
Forever 21,Tencel,Most,Switzerland,2019,1973,12,4136,833,268,429072
Adidas,Cotton,Least,Bangladesh,2020,3355,20,18,1074,422,555443
Forever 21,Cotton,Least,India,2021,4950,21,6424,1216,522,502956
Urban Outfitters,Microfiber,Moderate,United States,2022,3058,16,4883,1126,327,504878
Zara,Linen,Most,Finland,2022,1663,10,4572,918,310,402592
Zara,Recycled_Poly,Moderate,France,2019,3484,17,5621,1234,395,443916
Zara,Synthetic_Blend,Least,Brazil,2021,3784,22,6577,1112,535,535680
Urban Outfitters,Nylon,Least,Bangladesh,2020,4143,22,5950,1044,503,531349
Adidas,Linen,Most,Finland,2022,1768,9,4011,653,213,477176
Forever 21,Viscose,Moderate,Mexico,2020,3100,17,5512,1213,382,497791
Forever 21,Cotton,Least,Bangladesh,2019,4982,22,5962,1227,629,548358
Zara,Wool,Most,Norway,2021,2489,9,3942,755,310,424339
Forever 21,Tencel,Most,Switzerland,2018,1564,11,4349,831,242,447012
Forever 21,Polyester,Least,Bangladesh,2022,4884,22,7082,1117,514,506512
Urban Outfitters,Recycled_Poly,Moderate,United States,2021,3136,14,4805,1017,334,482872
Adidas,Linen,Most,Switzerland,2020,1768,9,3312,795,143,469196
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2019,3140,14,5269,1070,361,473651
Adidas,Organic_Cotton,Most,Switzerland,2018,1947,10,3560,696,211,430711
Forever 21,Linen,Most,Sweden,2020,1638,11,4575,858,227,427540
Nike,Nylon,Least,China,2021,4263,20,20,1080,497,558933
Nike,Nylon,Least,Bangladesh,2019,3731,16,20,1097,525,501577
Urban Outfitters,Organic_Cotton,Most,Switzerland,2019,1726,8,4495,705,283,435063
Zara,Tencel,Most,Denmark,2018,2273,11,4362,883,252,471714
Adidas,Viscose,Moderate,France,2018,2836,14,5140,916,373,526877
Zara,Microfiber,Moderate,France,2019,3315,15,5486,1221,414,458496
Urban Outfitters,Wool,Most,Norway,2020,1865,8,3855,955,181,486407
Forever 21,Linen,Most,Finland,2021,1519,11,3863,805,188,437683
Nike,Viscose,Moderate,France,2022,2387,13,4979,977,363,447051
Zara,Synthetic_Blend,Least,India,2019,4911,22,6831,1228,629,501392
Adidas,Microfiber,Moderate,Italy,2019,2236,12,4792,1041,411,492763
Nike,Recycled_Poly,Moderate,France,2019,2660,14,4861,964,337,507496
Adidas,Wool,Most,Denmark,2018,1543,9,3900,639,156,410360
Forever 21,Polyester,Least,China,2019,5368,19,6654,1261,588,517445
Zara,Polyester,Least,Brazil,2019,4936,20,6711,1165,551,520771
Forever 21,Cotton,Least,Indonesia,2019,4506,19,5830,1272,504,516840
Adidas,Organic_Cotton,Most,Switzerland,2018,1411,8,3766,697,179,448398
Nike,Cotton,Least,India,2018,4093,16,17,1072,402,524892
Urban Outfitters,Cotton,Least,Indonesia,2019,4714,19,6481,1101,470,525887
Nike,Cotton,Least,India,2019,4257,16,19,964,565,519072
Urban Outfitters,Tencel,Most,Switzerland,2022,2404,11,4055,934,270,447556
Forever 21,Wool,Most,Switzerland,2022,1951,11,4208,993,214,418494
Adidas,Tencel,Most,Switzerland,2020,1469,8,3736,644,172,464928
Forever 21,Wool,Most,Sweden,2018,1541,9,4303,927,305,423279
Forever 21,Viscose,Moderate,Spain,2019,3131,15,5433,1173,388,510958
Nike,Nylon,Least,India,2019,3392,17,16,983,528,543348
Urban Outfitters,Linen,Most,Denmark,2020,2203,9,3947,905,276,424435
Nike,Synthetic_Blend,Least,China,2019,3412,16,18,1003,558,510986
Adidas,Microfiber,Moderate,Spain,2021,2730,12,4881,915,308,470808
Zara,Microfiber,Moderate,United States,2022,2770,14,5347,1053,420,487729
Urban Outfitters,Tencel,Most,Denmark,2022,2240,8,4158,718,159,411194
Urban Outfitters,Recycled_Poly,Moderate,France,2022,2877,17,4785,1133,360,504336
Forever 21,Microfiber,Moderate,United States,2019,3155,15,5276,1233,372,514821
Urban Outfitters,Linen,Most,Denmark,2022,1994,12,3728,718,274,451059
Nike,Linen,Most,Sweden,2020,1691,10,3527,847,146,451978
Nike,Cotton,Least,Brazil,2018,3240,20,18,1017,518,552652
Zara,Microfiber,Moderate,Mexico,2018,3016,17,5031,1168,414,496583
